年份,最低分,最高分
2020,628,750
2020,625,750
2020,618,750
2019,604,750
2019,604,750
2019,589,750
2018,622,750
2018,622,750
2016,583,630
2015,603,750
2014,610,750
2013,290,615
2012,309,640
2011,412,659
2010,750,750
2010,750,612
2008,536,620
2008,547,594
