年份,最低分,最高分
2020,360,370
2017,332,750
2016,750,750
2016,750,750
2016,750,750
2015,345,750
2014,345,750
2014,750,750
2014,750,750
2013,338,750
2013,750,750
2012,335,381
2011,346,396
2010,357,397
