年份,最低分,最高分
2017,441,512
2017,421,504
2016,465,750
2015,540,750
2014,516,596
2014,750,750
2014,521,559
2013,481,592
2013,295,436
2012,531,617
2011,553,609
2010,270,496
2010,750,571
2010,750,564
2009,471,510
2008,507,556
2008,463,552
2008,517,579
