年份,最低分,最高分
2020,466,750
2017,450,539
2016,750,750
2015,480,750
2014,750,750
2013,491,591
2012,517,604
2011,562,605
2011,488,598
2011,282,540
2010,310,616
2009,380,405
2008,527,610
2008,490,591
