年份,最低分,最高分
2017,486,554
2016,750,750
2015,545,750
2015,502,750
2014,750,750
2014,750,750
2013,529,573
2013,480,542
2013,174,530
2012,552,590
2012,502,573
2012,200,530
2011,571,609
2011,525,599
2011,204,559
2011,190,498
2010,750,593
2009,455,486
2008,532,577
2008,507,567
