年份,最低分,最高分
2017,396,573
2017,325,555
2016,406,599
2016,750,750
2016,402,493
2014,750,750
2014,750,750
2014,750,750
2013,411,584
2013,411,564
2013,243,436
2012,402,556
2012,391,546
2012,230,417
2011,433,585
2011,413,603
2011,247,442
2010,750,567
2009,594,609
2008,501,608
