年份,最低分,最高分
2017,438,750
2016,491,750
2016,171,750
2015,522,609
2014,527,750
2014,750,750
2013,445,565
2013,215,494
2012,477,586
2012,221,536
2011,484,589
2011,449,531
2011,256,460
2010,750,587
2009,557,619
2009,557,590
2008,556,638
2008,557,610
