年份,最低分,最高分
2017,382,459
2017,445,473
2016,750,750
2016,750,750
2016,750,750
2015,750,750
2014,750,750
2014,750,750
2014,750,750
2013,390,509
2013,201,373
2012,415,549
2011,436,566
2011,177,510
2010,222,505
2010,472,534
2010,750,530
2009,491,504
2008,475,529
2008,412,412
