年份,最低分,最高分
2017,441,529
2017,750,750
2017,441,556
2016,465,750
2016,750,750
2016,750,750
2015,556,750
2014,750,750
2014,750,750
2014,750,750
2014,750,750
2013,328,568
2013,381,533
2013,315,428
2012,527,603
2012,428,563
2011,555,631
2011,270,584
2011,307,527
2010,433,583
2010,472,553
2010,750,598
2009,471,513
2008,534,567
2008,471,544
2008,327,581
