年份,最低分,最高分
2017,515,750
2016,750,750
2015,569,750
2015,750,750
2014,750,750
2014,750,750
2013,541,588
2013,476,551
2013,431,486
2012,561,597
2012,523,582
2012,425,510
2011,577,620
2011,531,594
2011,466,541
2010,472,592
2010,528,582
2009,481,497
2008,552,600
2008,527,566
