年份,最低分,最高分
2020,543,624
2018,551,634
2017,474,591
2017,501,629
2016,750,750
2015,750,750
2014,750,750
2014,750,750
2013,443,602
2012,458,607
2011,430,586
2010,500,568
2009,558,584
2008,501,601
