年份,最低分,最高分
2016,750,750
2016,750,750
2014,479,750
2013,464,576
2013,408,505
2012,259,520
2012,266,481
2011,283,489
2011,416,509
2011,261,382
2011,359,465
2010,290,454
2010,441,512
2008,534,585
