年份,最低分,最高分
2020,750,750
2019,750,750
2018,750,750
2017,535,554
2017,480,750
2016,555,750
2016,750,750
2015,541,750
2015,514,750
2014,750,750
2014,750,750
2013,517,591
2013,446,532
2013,160,476
2012,547,627
2012,472,563
2012,200,481
2011,515,617
2011,457,536
2010,462,515
2009,496,541
2008,505,586
2008,461,551
2008,441,498
