年份,最低分,最高分
2017,281,481
2017,532,535
2017,459,548
2016,750,750
2016,750,750
2015,518,750
2014,750,750
2013,467,531
2013,366,458
2012,498,560
2012,370,483
2011,480,533
2010,395,463
2010,479,527
