年份,最低分,最高分
2016,750,750
2016,750,750
2014,636,750
2014,750,750
2014,750,750
2014,750,750
2012,612,630
2011,479,509
2010,750,623
2010,478,518
2009,496,547
2008,553,620
2008,528,569
2008,377,377
