年份,最低分,最高分
2017,376,479
2016,750,750
2015,376,750
2015,409,750
2014,750,750
2013,436,508
2013,351,444
2012,301,513
2011,444,544
2011,308,504
2010,197,419
2010,750,544
2010,311,481
2008,508,577
