年份,最低分,最高分
2020,450,750
2019,455,750
2017,424,750
2016,750,750
2015,440,322
2014,750,750
2013,465,552
2012,437,551
2011,446,559
2011,248,459
2010,290,440
2010,442,538
2009,520,577
2008,433,527
