年份,最低分,最高分
2017,517,582
2016,548,750
2016,531,750
2016,412,750
2015,568,603
2015,750,618
2015,750,618
2015,750,618
2014,750,750
2014,750,750
2014,750,750
2013,445,625
2013,328,463
2012,483,637
2012,277,547
2011,481,616
2011,444,532
2011,236,460
2010,750,551
2010,750,636
2009,558,630
2009,558,633
2008,556,624
2008,562,601
