年份,最低分,最高分
2020,637,664
2020,642,654
2019,612,645
2019,625,635
2018,634,663
2018,636,649
2017,602,646
2016,628,665
2015,620,750
2013,590,635
2012,570,645
2011,547,658
2009,518,593
2008,554,621
