年份,最低分,最高分
2020,641,680
2020,637,750
2019,626,750
2018,637,750
2018,631,750
2017,612,658
2016,635,677
2015,615,750
2013,527,648
2013,309,460
2012,551,660
2012,342,492
2011,571,675
2011,349,516
2009,578,651
2008,597,654
