年份,最低分,最高分
2017,454,750
2016,750,750
2016,750,750
2014,750,750
2014,750,750
2013,516,574
2012,514,586
2012,453,531
2011,494,576
2011,421,502
2010,567,623
2010,567,636
2009,507,530
2008,510,591
