年份,最低分,最高分
2019,531,750
2017,546,602
2016,750,750
2016,750,750
2015,546,750
2014,750,750
2014,750,750
2014,750,750
2013,501,592
2013,382,538
2013,388,428
2012,512,604
2012,407,548
2012,393,436
2011,508,589
2011,432,542
2011,374,423
2010,509,583
2009,506,580
2009,439,546
2008,522,609
2008,463,553
