年份,最低分,最高分
2017,750,750
2016,451,750
2015,525,576
2014,750,750
2013,445,577
2013,233,503
2012,489,618
2012,236,550
2011,460,582
2011,237,506
2011,435,511
2010,465,600
2010,750,541
2009,557,603
