年份,最低分,最高分
2017,417,457
2016,440,750
2016,335,750
2015,454,750
2014,750,750
2013,447,490
2013,349,442
2012,465,517
2012,315,460
2011,490,545
2011,343,488
2010,314,504
2010,501,552
2008,490,546
