年份,最低分,最高分
2017,575,629
2017,538,575
2017,567,600
2016,584,750
2016,552,750
2016,750,750
2015,605,750
2015,550,750
2014,575,750
2014,537,750
2014,582,750
2013,561,678
2013,535,672
2012,481,641
2012,463,626
2011,510,642
2011,461,599
2011,164,433
2010,530,640
2010,490,610
2009,528,635
2009,460,624
2008,510,647
2008,455,616
