年份,最低分,最高分
2017,352,750
2016,750,750
2016,750,750
2015,750,750
2015,750,750
2014,750,750
2014,750,750
2014,750,750
2013,255,496
2013,223,496
2013,299,395
2013,315,385
2012,255,485
2012,226,475
2012,280,388
2012,265,364
2011,223,521
2011,218,485
2011,284,402
2011,247,394
2010,750,516
2010,234,509
2010,326,428
2009,444,513
2009,357,436
2008,564,570
