年份,最低分,最高分
2016,432,750
2016,750,750
2015,400,750
2014,750,750
2014,750,750
2013,393,459
2013,389,431
2013,298,360
2012,414,477
2012,397,453
2012,254,381
2011,468,504
2011,434,485
2011,302,450
2010,465,499
2009,444,469
2008,470,507
2008,401,472
