年份,最低分,最高分
2016,750,750
2016,750,750
2015,555,750
2015,521,750
2014,750,750
2014,750,750
2014,750,750
2013,477,546
2013,454,489
2013,387,426
2012,524,584
2012,499,529
2012,432,477
2011,496,541
2011,442,476
2010,750,567
2009,537,585
2008,507,571
