年份,最低分,最高分
2016,750,750
2016,750,750
2015,533,750
2015,750,750
2014,750,750
2014,750,750
2013,561,603
2013,462,597
2012,543,614
2012,435,578
2011,548,607
2011,447,570
2010,750,582
2009,594,600
2008,535,590
2008,433,581
