年份,最低分,最高分
2017,438,541
2016,750,750
2015,507,542
2014,750,750
2013,445,530
2013,187,482
2012,492,588
2012,208,521
2011,462,545
2011,213,469
2011,429,530
2010,542,584
2009,557,604
2008,556,602
