年份,最低分,最高分
2017,421,750
2016,500,750
2016,440,750
2015,531,609
2014,750,750
2013,480,612
2013,443,490
2012,487,635
2012,212,551
2011,483,605
2011,453,525
2011,218,452
2009,557,624
2008,556,600
