年份,最低分,最高分
2020,638,690
2020,626,644
2020,596,641
2018,624,667
2018,634,651
2017,612,669
2016,626,670
2015,623,670
2015,620,750
2014,635,750
2014,750,750
2013,604,669
2012,517,669
2011,551,681
2010,750,622
2009,565,590
