年份,最低分,最高分
2017,523,553
2017,475,567
2016,538,750
2016,490,750
2015,750,750
2015,478,750
2014,750,750
2014,750,750
2013,537,581
2013,484,568
2012,519,563
2012,446,548
2011,530,585
2011,452,545
2011,315,468
2010,301,566
2009,562,597
2008,433,541
