年份,最低分,最高分
2020,579,750
2020,580,750
2017,539,750
2016,593,750
2015,552,750
2014,556,750
2013,308,570
2013,198,416
2012,321,589
2012,285,451
2011,561,618
2011,337,494
2010,567,606
2010,750,611
2008,536,577
2008,525,561
