年份,最低分,最高分
2017,434,516
2016,750,750
2015,490,536
2014,750,750
2013,471,538
2013,255,474
2012,492,593
2012,182,559
2011,474,560
2011,189,531
2010,750,587
2010,750,562
2009,558,600
2009,500,577
