年份,最低分,最高分
2017,291,408
2017,413,542
2017,374,516
2016,750,750
2016,750,750
2014,750,750
2014,750,750
2013,432,540
2013,210,420
2012,462,553
2012,210,461
2011,433,531
2011,190,439
2010,194,451
2010,433,509
2008,440,497
