年份,最低分,最高分
2017,371,454
2017,435,563
2016,750,750
2015,464,322
2014,750,750
2013,487,573
2013,423,493
2012,441,540
2012,375,466
2011,445,552
2011,257,472
2010,301,472
2010,459,539
2009,546,579
