年份,最低分,最高分
2017,509,547
2017,426,511
2016,750,750
2016,750,750
2015,538,750
2015,458,750
2015,458,750
2015,458,750
2015,458,750
2015,447,750
2014,750,750
2014,750,750
2014,750,750
2014,750,750
2013,493,550
2013,439,590
2013,377,447
2013,185,433
2012,526,574
2012,461,563
2012,392,475
2012,300,476
2012,191,396
2011,566,620
2011,511,611
2011,271,544
2011,201,508
2010,750,584
2010,750,568
2009,607,634
2008,563,613
2008,517,591
