年份,最低分,最高分
2020,644,750
2019,632,677
2018,638,677
2017,612,662
2016,633,750
2015,615,750
2014,615,750
2013,527,648
2013,292,459
2012,551,659
2012,315,491
2011,571,667
2011,412,533
2010,750,629
2009,591,648
2008,599,654
