年份,最低分,最高分
2016,750,750
2016,750,750
2016,750,750
2014,569,750
2014,516,750
2014,750,750
2013,569,608
2013,227,581
2013,378,531
2012,530,600
2012,260,539
2012,229,483
2011,516,569
2011,404,538
2011,268,509
2011,361,484
2011,381,436
2010,442,529
2010,750,546
2009,488,537
2008,593,638
2008,534,607
