年份,最低分,最高分
2020,587,636
2019,539,597
2017,535,583
2017,750,750
2016,750,750
2016,445,750
2014,521,750
2014,494,750
2013,312,585
2013,435,556
2013,379,426
2012,416,585
2012,431,565
2012,344,424
2011,255,609
2011,426,542
2011,337,441
2010,509,565
2009,502,565
2009,435,538
2008,522,590
2008,465,561
