年份,最低分,最高分
2017,540,656
2017,483,539
2016,750,750
2016,750,750
2014,750,750
2014,474,750
2014,750,750
2013,542,608
2013,467,538
2012,548,606
2012,477,552
2011,530,593
2011,462,536
2009,523,599
2009,457,528
2008,523,595
