年份,最低分,最高分
2017,230,314
2017,504,534
2016,750,750
2015,750,750
2015,510,750
2014,497,750
2013,567,567
2013,506,630
2012,502,531
2012,422,594
2011,484,491
2011,435,509
2011,360,387
2010,510,540
2010,440,520
2009,460,498
