年份,最低分,最高分
2020,750,750
2016,558,750
2014,750,750
2014,750,750
2013,552,615
2013,491,581
2013,396,556
2012,500,566
2012,305,531
2012,388,476
2011,494,559
2011,529,537
2011,442,531
2011,279,518
2011,365,472
2011,415,415
2010,348,548
2010,441,514
2009,539,542
2009,467,518
2008,581,641
2008,271,602
