年份,最低分,最高分
2020,750,629
2018,750,619
2017,553,585
2016,575,630
2015,602,750
2014,750,750
2014,750,750
2013,519,562
2013,375,408
2012,573,616
2012,415,457
2011,559,603
2011,415,469
2010,324,469
2009,589,638
2009,603,643
