年份,最低分,最高分
2017,503,544
2016,750,750
2015,558,750
2015,750,750
2014,750,750
2014,750,750
2014,750,750
2013,474,529
2013,432,479
2012,524,582
2011,510,578
2010,467,611
2009,579,608
2009,546,586
2008,557,578
2008,525,573
