年份,最低分,最高分
2017,342,750
2016,750,750
2016,750,750
2015,476,750
2014,750,750
2014,750,750
2014,750,750
2013,448,485
2013,163,449
2012,483,519
2012,300,471
2012,150,358
2011,528,585
2011,177,398
2011,317,519
2010,500,550
2010,750,750
2009,581,605
