年份,最低分,最高分
2017,750,750
2017,395,750
2016,750,750
2016,750,750
2015,483,750
2015,388,750
2015,420,750
2015,750,750
2014,750,750
2014,453,750
2013,527,589
2013,447,526
2013,397,450
2012,505,556
2012,300,518
2011,551,606
2011,459,551
2011,303,493
2011,189,456
2010,240,562
2010,315,470
2009,436,477
2008,577,599
2008,508,583
