年份,最低分,最高分
2017,494,539
2017,452,509
2016,750,750
2016,750,750
2015,506,750
2014,750,750
2014,750,750
2013,534,568
2013,464,555
2012,516,567
2012,459,547
2012,347,468
2011,515,562
2011,445,556
2011,278,462
2010,291,545
2009,556,591
2008,515,540
