年份,最低分,最高分
2017,285,392
2017,455,492
2016,750,750
2016,750,750
2015,458,750
2015,458,750
2015,458,750
2015,383,750
2014,750,750
2014,750,750
2013,443,521
2013,354,473
2013,164,460
2012,495,532
2012,348,512
2012,264,502
2011,539,578
2011,415,534
2011,279,521
2010,750,561
2010,750,526
2010,750,750
2009,576,596
2008,517,569
