年份,最低分,最高分
2017,487,607
2016,750,750
2015,588,750
2015,750,750
2014,750,750
2014,750,750
2013,488,596
2012,575,639
2012,516,555
2011,558,633
2011,512,556
2010,750,639
2009,584,635
2009,562,598
2008,587,619
2008,546,603
