年份,最低分,最高分
2017,488,527
2017,432,497
2016,750,750
2016,750,750
2016,750,750
2015,529,750
2015,750,750
2015,423,750
2014,750,750
2014,750,750
2013,403,506
2013,352,447
2013,162,463
2012,456,560
2012,389,534
2012,266,478
2012,166,440
2011,507,595
2011,435,554
2011,180,482
2011,310,529
2010,444,524
2010,750,750
2009,603,616
2008,517,589
2008,480,529
