年份,最低分,最高分
2017,363,750
2016,750,750
2016,750,750
2014,750,750
2013,415,492
2013,194,430
2012,420,522
2012,154,455
2011,415,483
2011,190,438
2010,204,430
2010,433,477
2009,502,502
2008,440,491
