年份,最低分,最高分
2020,588,750
2020,578,750
2017,552,750
2017,520,750
2016,567,750
2016,538,750
2014,750,750
2014,750,750
2013,548,607
2013,443,590
2013,370,513
2012,507,562
2012,307,543
2012,357,480
2011,507,553
2011,345,525
2011,456,577
2011,366,480
2010,353,504
2009,478,546
