年份,最低分,最高分
2017,488,547
2016,750,750
2015,502,750
2015,561,750
2014,750,750
2014,750,750
2013,578,656
2012,546,642
2011,552,651
2011,420,533
2010,750,750
2010,750,600
2009,583,631
2008,540,633
