年份,最低分,最高分
2017,506,619
2016,750,750
2016,750,750
2015,573,602
2015,550,625
2014,750,750
2014,750,750
2013,492,604
2012,528,622
2012,453,549
2011,478,600
2011,443,535
2009,557,630
2008,556,604
