年份,最低分,最高分
2020,557,750
2017,519,562
2016,750,750
2015,531,750
2015,750,750
2014,750,750
2013,522,543
2013,339,550
2013,206,377
2013,232,453
2012,374,572
2012,341,437
2012,237,396
2011,399,603
2011,235,511
2011,265,514
2010,506,576
2009,519,546
2008,516,589
2008,339,453
