年份,最低分,最高分
2017,450,538
2017,450,531
2017,451,488
2016,750,750
2015,517,750
2014,750,750
2013,503,557
2013,227,503
2012,529,578
2012,251,526
2011,549,603
2011,362,562
2010,397,528
2008,519,563
