年份,最低分,最高分
2017,546,616
2017,498,544
2016,750,750
2016,750,750
2015,613,750
2014,586,750
2014,750,750
2013,574,617
2013,504,638
2012,506,638
2011,512,646
2010,583,659
2009,541,596
2008,510,626
