年份,最低分,最高分
2020,392,566
2020,464,528
2019,403,568
2019,486,544
2017,750,750
2017,228,750
2016,469,750
2016,394,750
2016,241,750
2015,470,750
2015,382,750
2014,750,750
2014,750,750
2014,750,750
2013,465,545
2013,402,533
2013,334,456
2013,168,409
2012,301,533
2012,396,483
2012,326,440
2012,203,388
2011,293,557
2011,416,513
2011,354,483
2011,179,424
2010,750,555
2010,379,496
2009,501,558
2009,448,523
2009,373,484
2008,548,592
2008,502,547
2008,433,503
