年份,最低分,最高分
2017,424,750
2016,750,750
2015,480,750
2014,750,750
2013,423,513
2013,330,421
2012,447,521
2012,316,452
2011,485,554
2011,381,486
2010,312,493
2010,494,558
2010,750,750
2010,750,544
