年份,最低分,最高分
2017,503,558
2016,750,750
2014,750,750
2014,750,750
2013,569,613
2013,527,596
2013,460,538
2012,533,618
2012,462,562
2011,516,592
2011,400,520
2010,431,562
2010,592,638
2009,538,559
