年份,最低分,最高分
2017,750,750
2017,750,750
2016,750,750
2016,750,750
2016,750,750
2015,482,750
2014,750,750
2014,750,750
2014,750,750
2013,382,502
2013,184,468
2012,427,545
2011,490,564
2011,246,517
2010,270,484
2010,472,540
2010,750,499
2009,470,483
2008,471,533
2008,460,514
