年份,最低分,最高分
2017,306,383
2017,433,513
2017,386,464
2017,386,520
2016,500,750
2016,454,750
2016,750,750
2016,303,750
2014,750,750
2014,750,750
2014,750,750
2014,750,750
2013,472,547
2013,402,525
2013,185,416
2012,489,545
2012,424,569
2012,212,451
2011,488,534
2011,448,513
2011,198,431
2010,212,528
2010,433,519
2010,750,488
2009,506,548
2008,501,538
2008,440,522
2008,433,493
